title;author;description;url
Educated: A Memoir;Tara Westover;#1 NEW YORK TIMES, WALL STREET JOURNAL, AND BOSTON GLOBE BESTSELLER • One of the most acclaimed books of our time: an unforgettable memoir about a young woman who, kept out of school, leaves her survivalist family and goes on to earn a PhD from Cambridge University“Extraordinary . . . an act of courage and self-invention.”—The New York TimesNAMED ONE OF THE TEN BEST BOOKS OF THE YEAR BY THE NEW YORK TIMES BOOK REVIEW • ONE OF PRESIDENT BARACK OBAMA’S FAVORITE BOOKS OF THE YEAR • BILL GATES’S HOLIDAY READING LIST • A KIRKUS REVIEWS BEST NONFICTION BOOK OF THE CENTURY • FINALIST: National Book Critics Circle’s Award In Autobiography and John Leonard Prize For Best First Book • PEN/Jean Stein Book Award • Los Angeles Times Book PrizeBorn to survivalists in the mountains of Idaho, Tara Westover was seventeen the first time she set foot in a classroom. Her family was so isolated from mainstream society that there was no one to ensure the children received an education, and no one to intervene when one of Tara’s older brothers became violent. When another brother got himself into college, Tara decided to try a new kind of life. Her quest for knowledge transformed her, taking her over oceans and across continents, to Harvard and to Cambridge University. Only then would she wonder if she’d traveled too far, if there was still a way home.“Beautiful and propulsive . . . Despite the singularity of [Westover’s] childhood, the questions her book poses are universal: How much of ourselves should we give to those we love? And how much must we betray them to grow up?”—VogueONE OF THE BEST BOOKS OF THE YEAR: The Washington Post, O: The Oprah Magazine, Time, NPR, Good Morning America, San Francisco Chronicle, The Guardian, The Economist, Financial Times, Newsday, New York Post, theSkimm, Refinery29, Bloomberg, Self, Real Simple, Town & Country, Bustle, Paste, Publishers Weekly, Library Journal, LibraryReads, Book Riot, Pamela Paul, KQED, New York Public Library;https://www.google.de/books/edition/Educated/2ObWDgAAQBAJ?hl=de&gbpv=0
Supercommunicators: How to Unlock the Secret Language of Connection;Charles Duhigg;NEW YORK TIMES BESTSELLER • From the author of The Power of Habit, a fascinating exploration of what makes conversations work—and how we can all learn to be supercommunicators at work and in life“A winning combination of stories, studies, and guidance that might well transform the worst communicators you know into some of the best.”—Adam Grant, author of Think Again and Hidden PotentialONE OF NPR’S BEST BOOKS OF THE YEAR • FINALIST FOR THE SABEW BEST IN BUSINESS BOOK AWARDCome inside a jury room as one juror leads a starkly divided room to consensus. Join a young CIA officer as he recruits a reluctant foreign agent. And sit with an accomplished surgeon as he tries, and fails, to convince yet another cancer patient to opt for the less risky course of treatment. In Supercommunicators, Charles Duhigg blends deep research and his trademark storytelling skills to show how we can all learn to identify and leverage the hidden layers that lurk beneath every conversation.Communication is a superpower and the best communicators understand that whenever we speak, we’re actually participating in one of three conversations: practical (What’s this really about?), emotional (How do we feel?), and social (Who are we?). If you don’t know what kind of conversation you’re having, you’re unlikely to connect. Supercommunicators know the importance of recognizing—and then matching—each kind of conversation, and how to hear the complex emotions, subtle negotiations, and deeply held beliefs that color so much of what we say and how we listen. Our experiences, our values, our emotional lives—and how we see ourselves, and others—shape every discussion, from who will pick up the kids to how we want to be treated at work. In this book, you will learn why some people are able to make themselves heard, and to hear others, so clearly.With his storytelling that takes us from the writers’ room of The Big Bang Theory to the couches of leading marriage counselors, Duhigg shows readers how to recognize these three conversations—and teaches us the tips and skills we need to navigate them more successfully.In the end, he delivers a simple but powerful lesson: With the right tools, we can connect with anyone.;https://www.google.de/books/edition/Supercommunicators/ry1fEQAAQBAJ?hl=de&gbpv=0
The Unspoken Rules: Secrets to Starting Your Career Off Right;Gorick Ng;Named one of 10 Best New Management Books for 2022 by Thinkers50A Wall Street Journal Bestseller"...this guide provides readers with much more than just early careers advice; it can help everyone from interns to CEOs." — a Financial Times top titleYou've landed a job. Now what?No one tells you how to navigate your first day in a new role. No one tells you how to take ownership, manage expectations, or handle workplace politics. No one tells you how to get promoted.The answers to these professional unknowns lie in the unspoken rules—the certain ways of doing things that managers expect but don't explain and that top performers do but don't realize.The problem is, these rules aren't taught in school. Instead, they get passed down over dinner or from mentor to mentee, making for an unlevel playing field, with the insiders getting ahead and the outsiders stumbling along through trial and error.Until now.In this practical guide, Gorick Ng, a first-generation college student and Harvard career adviser, demystifies the unspoken rules of work. Ng distills the wisdom he has gathered from over five hundred interviews with professionals across industries and job types about the biggest mistakes people make at work. Loaded with frameworks, checklists, and talking points, the book provides concrete strategies you can apply immediately to your own situation and will help you navigate inevitable questions, such as:How do I manage my time in the face of conflicting priorities?How do I build relationships when I’m working remotely?How do I ask for help without looking incompetent or lazy?The Unspoken Rules is the only book you need to perform your best, stand out from your peers, and set yourself up for a fulfilling career.;https://www.google.de/books/edition/The_Unspoken_Rules/Wi_6DwAAQBAJ?hl=de&gbpv=0
$100M Offers: How to Make Offers So Good People Feel Stupid Saying No;Alex Hormozi;I took home more in a year than the CEOs of McDonald&#39;s, IKEA, Ford, Motorola, and Yahoo combined as a kid in my 20s using the $100M Offers method. It works. And it will work for you.Not that long ago, though, my business had gotten so bad that I literally couldn’t even give my services away for free. At the end of each month, I would look at my bank account hoping to see progress (but there wasn’t). I knew something had to change...but what?Over the next 48 months, I went from losing money to making $36 for every $1 spent. In that time period, we generated over $120,000,000 across four different industries: service, ecommerce, software, and brick and mortar.But, unlike everyone else, we didn’t have great funnels, great ads, or a wealthy niche. In fact, we didn’t even send emails until we had crossed $50M in sales. Instead, we were able to do this one thing really well: We created offers so good, people felt stupid saying no.Here’s exactly what this book will show you how to do:How to charge a lot more than you currently areThe tiny market, big money process we use to laser focus on niche markets overflowing with cashThe “unfair” pricing formula: How we multiplied our pricing by 100 (and got more people to say yes...for real)The value flip...so you never get price compared again (That’s a promise.)The virtuous cycle of price: Use it to outspend your competition (for good) while using your product to attract the best talent.How to make your product so good, prospects find a way to pay for itThe unbeatable value equation: to make what you sell worth more than your prospects have ever receivedThe delivery cube: to make delivering your products and services cost less but provide moreThe trim and stack hack: to maximize profit using the absolute best delivery methods. (This has never been shared publicly and was how we made $17m in profit on $28m in revenue in a year when I was 28 years old)How to enhance your offer so much, prospects buy without hesitatingThe scarcity stack: How to use the three different types of scarcity in every offer you make (without lying) to get people to buy the moment you askThe “everyday” urgency blueprint: to get prospects to buy right now, using everyday life to create real, ethical time pressureUnbeatable bonuses...and watch your prospects&#39; hesitations melt away as they begin reading their credit cards to you before you even finish!God-mode guarantees: So good they make anyone say yes (even people who would never normally consider buying). I’ll show you how to stack and layer all four types of guarantees together. I even give you my 13 favorite guarantees word-for-word to swipe for yourself.Magic naming formula to get the absolute highest response rates and conversion rates from everything you do to get new clientsAnd so much moreThe methods contained within this book are so simple, so instantaneous, and so effective, it’s as if they work by magic. If you implement even one tactic in this book, you’ll see the change in your prospects&#39; demeanor. And you’ll know the $100M Offers method worked when you start hearing, “What do I need to do to move forward?” before you even ask for the sale.;https://www.google.de/books/edition/100M_Offers_How_to_Make_Offers_So_Good_P/26LWEAAAQBAJ?hl=de&gbpv=0
Working Backwards: Insights, Stories, and Secrets from Inside Amazon;Colin Bryar, Bill Carr;Working Backwards is an insider's breakdown of Amazon's approach to culture, leadership, and best practices from two long-time Amazon executives—with lessons and techniques you can apply to your own company, and career, right now. In Working Backwards, two long-serving Amazon executives reveal the principles and practices that have driven the success of one of the most extraordinary companies the world has ever known. With twenty-seven years of Amazon experience between them—much of it during the period of unmatched innovation that created products and services including Kindle, Amazon Prime, Amazon Studios, and Amazon Web Services—Bryar and Carr offer unprecedented access to the Amazon way as it was developed and proven to be repeatable, scalable, and adaptable.With keen analysis and practical steps for applying it at your own company—no matter the size—the authors illuminate how Amazon’s fourteen leadership principles inform decision-making at all levels of the company. With a focus on customer obsession, long-term thinking, eagerness to invent, and operational excellence, Amazon’s ground-level practices ensure these characteristics are translated into action and flow through all aspects of the business.Working Backwards is both a practical guidebook and the story of how the company grew to become so successful. It is filled with the authors’ in-the-room recollections of what “Being Amazonian” is like and how their time at the company affected their personal and professional lives. They demonstrate that success on Amazon’s scale is not achieved by the genius of any single leader, but rather through commitment to and execution of a set of well-defined, rigorously-executed principles and practices—shared here for the very first time.Whatever your talent, career or organization might be, find out how you can put Working Backwards to work for you.;https://www.google.de/books/edition/Working_Backwards/b9LtDwAAQBAJ?hl=de&gbpv=0
Same as Ever: A Guide to What Never Changes;Morgan Housel;AN INSTANT NEW YORK TIMES BESTSELLERFrom the author of the international blockbuster, THE PSYCHOLOGY OF MONEY, a powerful new tool to unlock one of life’s most challenging puzzles.Every investment plan under the sun is, at best, an informed speculation of what may happen in the future, based on a systematic extrapolation from the known past.Same as Ever reverses the process, inviting us to identify the many things that never, ever change.With his usual elan, Morgan Housel presents a master class on optimizing risk, seizing opportunity, and living your best life. Through a sequence of engaging stories and pithy examples, he shows how we can use our newfound grasp of the unchanging to see around corners, not by squinting harder through the uncertain landscape of the future, but by looking backwards, being more broad-sighted, and focusing instead on what is permanently true.   By doing so, we may better anticipate the big stuff, and achieve the greatest success, not merely financial comforts, but most importantly, a life well lived.;https://www.google.de/books/edition/Same_as_Ever/7e-2EAAAQBAJ?hl=de&gbpv=0
SAPIENS;Eine kurze Geschichte der Menschheit: Der legendäre Weltbestseller ...;Der Millionenseller jetzt aktualisiert und mit neuem NachwortVor 100.000 Jahren lebte Homo Sapiens als unbedeutende Spezies in einem abgelegenen Winkel des afrikanischen Kontinents. Heute ist der Mensch Herr und Schrecken des Planeten. Wie konnte es dazu kommen? In seiner fulminanten Reise von den Menschenaffen bis zum Cyborg entwirft Yuval Noah Harari mit seinem international gefeierten Bestseller »Sapiens - Eine kurze Geschichte der Menschheit« das große Panorama unserer eigenen Geschichte – und stellt die Frage, wohin wir von hier aus gehen wollen. »Sapiens« ist einer der größten Sachbucherfolge aller Zeiten und hat allein in Deutschland, bisher unter dem Titel »Eine kurze Geschichte der Menschheit«, über 2 Millionen Exemplare verkauft. Dieser immense Erfolg ist kein Zufall: Das Buch hat von Grund auf verändert, welche Verantwortung wir als Menschen gegenüber unseren Mitgeschöpfen und dem Planeten empfinden – und wie wir handeln.»Yuval Noah Harari schreibt präzise, klug – und vor allem so, dass man gar nicht aufhören will zu lesen. Dieses Buch lässt Hirne wachsen.« ZEIT WISSENDas Buch erschien erstmals 2013 unter dem Titel »Eine kurze Geschichte der Menschheit« bei DVA. Diese neue Ausgabe ist aktualisiert und um ein neues Nachwort ergänzt.Mit zahlreichen Abbildungen;https://www.google.de/books/edition/SAPIENS_Eine_kurze_Geschichte_der_Mensch/0jzuEAAAQBAJ?hl=de&gbpv=0
Basic Economics;Thomas Sowell;The fourth edition of Basic Economics is both expanded and updated. A new chapter on the history of economics itself has been added, and the implications of that history examined. A new section on the special role of corporations in the economy has been added to the chapter on government and big business, among other additions throughout the book. Basic Economics, which has now been translated into six languages, has grown so much that a large amount of material in the back of the book in previous editions has now been put online instead, so the book itself and its price will not have to expand. The central idea of Basic Economics, however, remains the same: that the fundamental facts and principles of economics do not require jargon, graphs, or equations, and can be learned in a relaxed and even enjoyable way.;https://www.google.de/books/edition/Basic_Economics/6pNVStJrYFYC?hl=de&gbpv=0
1984: Roman;George Orwell; Aktueller denn je: Orwells visionäres Meisterwerk – neu übersetzt  Als Mitarbeiter des Ministeriums für Wahrheit verbringt Winston Smith seine Tage damit, die Geschichte zugunsten der regierenden Partei umzuschreiben. Aber in seinem Inneren wächst ein Widerstand gegen das totalitäre System, in dem das Leben aufs Strengste reguliert und überwacht wird. Als Winston sich verbotenerweise verliebt, erfährt er, was der Wunsch nach Freiheit kostet.;https://www.google.de/books/edition/1984/wwfcDwAAQBAJ?hl=de&gbpv=0
Lean Startup: Schnell, risikolos und erfolgreich Unternehmen gründen;Eric Ries;Der Weg zum eigenen Unternehmen ist nie ohne Risiko. Und bis die Firma sich auf dem Markt etabliert hat, dauert es. Wer doch scheitert, verliert in der Regel viel Geld. Genau hier setzt das Konzept von Eric Ries an. Lean Startup heißt seine Methode. Sie ist schnell, ressourcenfreundlich und radikal erfolgsorientiert. Anhand von durchgespielten Szenarien kann man von vornherein die Erfolgsaussichten von Ideen, Produkten und Märkten bestimmen. Und auch während der Gründungphase wird der Stand der Dinge ständig überprüft. Machen, messen, lernen – so funktioniert der permanente Evaluationsprozess. Das spart enorm Zeit, Geld und Ressourcen und bietet die Möglichkeit, spontan den Kurs zu korrigieren. Das Lean-Startup-Tool hat sich schon zigtausenfach in der Praxis bewährt und setzt sich auch in Deutschland immer stärker durch.;https://www.google.de/books/edition/Lean_Startup/hs8YBQAAQBAJ?hl=de&gbpv=0
Poor Charlie’s Almanack: The Essential Wit and Wisdom of Charles T. Munger;Charles T. Munger;From the legendary vice-chairman of Berkshire Hathaway, lessons in investment strategy, philanthropy, and living a rational and ethical life.“Spend each day trying to be a little wiser than you were when you woke up,” Charles T. Munger advises in Poor Charlie’s Almanack. Originally published in 2005, this compendium of eleven talks delivered by the legendary Berkshire Hathaway vice-chairman between 1986 and 2007 has become a touchstone for a generation of investors and entrepreneurs seeking to absorb the enduring wit and wisdom of one of the great minds of the 20th and 21st centuries. Edited by Peter D. Kaufman, chairman and CEO of Glenair and longtime friend of Charlie Munger—whom he calls “this generation’s answer to Benjamin Franklin”—this abridged Stripe Press edition of Poor Charlie’s Almanack features a brand-new foreword by Stripe cofounder John Collison. Poor Charlie’s Almanack draws on Munger’s encyclopedic knowledge of business, finance, history, philosophy, physics, and ethics—and more besides—to introduce the latticework of mental models that underpin his rational and rigorous approach to life, learning, and decision-making. Delivered with Munger’s characteristic sharp wit and rhetorical flair, it is an essential volume for any reader seeking to go to bed a little wiser than when they woke up. ;https://www.google.de/books/edition/Poor_Charlie_s_Almanack/2unAEAAAQBAJ?hl=de&gbpv=0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change;Stephen R. Covey;The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change was a groundbreaker when it was first published in 1990, and it continues to be a business bestseller with more than 10 million copies sold. Stephen Covey, an internationally respected leadership authority, realizes that true success encompasses a balance of personal and professional effectiveness, so this book is a manual for performing better in both arenas. His anecdotes are as frequently from family situations as from business challenges. Before you can adopt the seven habits, you'll need to accomplish what Covey calls a "paradigm shift"--a change in perception and interpretation of how the world works. Covey takes you through this change, which affects how you perceive and act regarding productivity, time management, positive thinking, developing your "proactive muscles" (acting with initiative rather than reacting), and much more. This isn't a quick-tips-start-tomorrow kind of book. The concepts are sometimes intricate, and you'll want to study this book, not skim it. When you finish, you'll probably have Post-it notes or hand-written annotations in every chapter, and you'll feel like you've taken a powerful seminar by Covey.;https://www.google.de/books/edition/The_7_Habits_of_Highly_Effective_People/upUxaNWSaRIC?hl=de&gbpv=0
Writing Science: How to Write Papers That Get Cited and Proposals That Get ...;Joshua Schimel;As a scientist, you are a professional writer: your career is built on successful proposals and papers. Success isn't defined by getting papers into print, but by getting them into the reader's consciousness. Writing Science is built upon the idea that successful science writing tells a story. It uses that insight to discuss how to write more effectively. Integrating lessons from other genres of writing with those from the author's years of experience as author, reviewer, and editor, the book shows scientists and students how to present their research in a way that is clear and that will maximize reader comprehension. The book takes an integrated approach, using the principles of story structure to discuss every aspect of successful science writing, from the overall structure of a paper or proposal to individual sections, paragraphs, sentences, and words. It begins by building core arguments, analyzing why some stories are engaging and memorable while others are quickly forgotten, and proceeds to the elements of story structure, showing how the structures scientists and researchers use in papers and proposals fit into classical models. The book targets the internal structure of a paper, explaining how to write clear and professional sections, paragraphs, and sentences in a way that is clear and compelling. The ideas within a paper should flow seamlessly, drawing readers along. The final section of the book deals with special challenges, such as how to discuss research limitations and how to write for the public. Writing Science is a much-needed guide to succeeding in modern science. Its insights and strategies will equip science students, scientists, and professionals across a wide range of scientific and technical fields with the tools needed to communicate effectively.;https://www.google.de/books/edition/Writing_Science/Fp4-7EWkvUgC?hl=de&gbpv=0
Wiedersehen im Café am Rande der Welt: eine inspirierende Reise zum eigenen ...;John P. Strelecky;Forts. von äCafe am Rande der Weltä. Der glücklich lebende John kann in dem geheimnisvollen Café am Rande der Welt, in dem er vor Jahren zu einem erfüllteren Dasein animiert wurde, die gestresste Jessica beraten und zum Umdenken anregen.;https://www.google.de/books/edition/Wiedersehen_im_Caf%C3%A9_am_Rande_der_Welt/erkNogEACAAJ?hl=de
On Writing: A Memoir of the Craft;Stephen King;CELEBRATING 50 YEARS OF WRITING with fresh testimonials from fellow writers about why they love Stephen King and On Writing—and a few new words on the joy of writing from King himself. *ONE OF TIME MAGAZINE’S TOP 100 NONFICTION BOOKS OF ALL TIME*  Immensely helpful and illuminating to any aspiring writer, this special edition of Stephen King’s critically lauded, million-copy bestseller shares the experiences, habits, and convictions that have shaped him and his work.  “Long live the King” hailed Entertainment Weekly upon publication of Stephen King’s On Writing. Part memoir, part master class by one of the bestselling authors of all time, this superb volume is a revealing and practical view of the writer’s craft, comprising the basic tools of the trade every writer must have. King’s advice is grounded in his vivid memories from childhood through his emergence as a writer, from his struggling early career to his widely reported, near-fatal accident in 1999—and how the inextricable link between writing and living spurred his recovery. Brilliantly structured, friendly and inspiring, On Writing will empower and entertain everyone who reads it—fans, writers, and anyone who loves a great story well told.;https://www.google.de/books/edition/On_Writing/TlzhDwAAQBAJ?hl=de&gbpv=0
Der große Sommer: Roman;Ewald Arenz;Die Zeichen auf einen entspannten Sommer stehen schlecht für Frieder: Nachprüfungen in Mathe und Latein. Damit fällt der Familienurlaub für ihn aus. Ausgerechnet beim gestrengen Großvater muss er lernen. Doch zum Glück gibt es Alma, Johann – und Beate, das Mädchen im flaschengrünen Badeanzug. In diesen Wochen erlebt Frieder alles: Freundschaft und Angst, Respekt und Vertrauen, Liebe und Tod. Ein großer Sommer, der sein ganzes Leben prägen wird. Hellsichtig, klug und stets beglückend erzählt Ewald Arenz von den Momenten, die uns für immer verändern.;https://www.google.de/books/edition/Der_gro%C3%9Fe_Sommer/uCEJEAAAQBAJ?hl=de&gbpv=0
A Degree in a Book: Electrical And Mechanical Engineering: Everything You ...;David Baker;A concise introduction to all the key tenets of electrical and mechanical engineering degree course, written by former NASA engineer Dr David Baker. A Degree in a Book: Electrical and Mechanical Engineering is presented in an attractive landscape format in full-color. With timelines, feature spreads and information boxes, readers will quickly get to grips with the fundamentals of electrical and mechanical engineering and their practical applications.Covering Newtonian mechanics, nuclear engineering, artificial intelligence, 3D printing and more, this essential guide brings clarity to complex ideas. David Baker delves into the history and development of this far-reaching subject as well as the challenges of the future such as environmental responsibility. Complete with a useful glossary of key terms, this holistic introduction will equip students and laypeople alike with the knowledge of an engineering graduate.  ABOUT THE SERIES: Get the knowledge of a degree for the price of a book with Arcturus Publishing's A Degree in a Book series. Written by experts in their fields, these highly visual guides feature handy timelines, information boxes, feature spreads and margin annotations, allowing readers to get to grips with complex subjects in no time.;https://books.google.de/books/about/A_Degree_in_a_Book_Electrical_And_Mechan.html?id=vmYQEAAAQBAJ&redir_esc=y
Why Economies Rise Or Fall;Peter Louis Rodriguez;How can a nation create the conditions for economic growth and prosperity, improving people's lives on both the individual and national levels? And what, once these conditions are achieved, can it do to sustain this progress? Do any of the many "isms" under which we organize our economic philosophies hold the answer? While an insightful understanding of different economic approaches has always been essential for policymakers, it is equally important for those of us who might not steer the economy but must still live and function within it. Such an understanding is the key to making sense of not only economic events but of "noneconomic" news as well, allowing us to anticipate the economic consequences that can impact both the nation's economy and one's personal economy. And, of course, it sharpens the judgment you already bring to your own discussions of the issues. In the 24 lectures of Why Economies Rise or Fall, Professor Peter Rodriguez of the University of Virginia guides you through a stimulating and, above all, accessible examination of what economists know and don't know about this elusive search for economic prosperity.;https://www.google.de/books/edition/Why_Economies_Rise_Or_Fall/EmqYSQAACAAJ?hl=de
How Big Things Get Done: The Surprising Factors Behind Every Successful ...;Bent Flyvbjerg, Dan Gardner;Best Books of the Year – The Financial Times and The EconomistShortlisted for the Financial Times and Schroders Business Book of the Year AwardWorld expert Bent Flyvbjerg and bestselling author Dan Gardner reveal the secrets to successfully planning and delivering ambitious projects on any scale.‘Important, timely, instructive and entertaining’ – Daniel Kahneman, bestselling author of Thinking, Fast and SlowNothing is more inspiring than a big vision that becomes a triumphant new reality. Think of how Apple’s iPod went from a project with a single employee to an enormously successful product launch in eleven months. But such successes are the exception. Consider how London’s Crossrail project delivered five years late and billions over budget. More modest endeavours, whether launching a small business, organizing a conference, or just finishing a work project on time, also commonly fail. Why?Understanding what distinguishes the triumphs from the failures has been the life’s work of Oxford professor Bent Flyvbjerg. In How Big Things Get Done, he identifies the errors that lead projects to fail, and the research-based principles that will make yours succeed:Understand your odds. If you don’t know them, you won’t win.Plan slow, act fast. Getting to the action quick feels right. But it’s wrong.Think right to left. Start with your goal, then identify the steps to get there.Find your Lego. Big is best built from small.Master the unknown unknowns. Most think they can’t, so they fail. Flyvbjerg shows how you can.Full of vivid examples ranging from the building of the Sydney Opera House to the making of the latest Pixar blockbusters, How Big Things Get Done reveals how to get any ambitious project done – on time and on budget.'Entertaining . . . compelling . . . there are lessons here for managers of all stripes' – The Economist;https://www.google.de/books/edition/How_Big_Things_Get_Done/nTWHEAAAQBAJ?hl=de&gbpv=0
Der Steppenwolf: Roman;Hermann Hesse;»Harry Haller ist in das kulturlose und unmenschliche Inferno unserer prunkenden und lärmenden Gegenwart vorgedrungen und steht mit seinem Begriff von Menschenwert... einsam außerhalb der bürgerlichen Gesellschaft. Seine Sehnsucht kennt eine unerreichbare Wirklichkeit: seine Verzweiflung treibt ihn zuweilen in die erreichbare andere zurück. Lust und Enttäuschung ihres Daseins führen in seinem Herzen und Hirn einen Kampf, an dem die Zivilisation Europas mit ihrem ganzen Bestände und Befunde teilnimmt.« Oskar Loerke;https://www.google.de/books/edition/Der_Steppenwolf/w8k7CgAAQBAJ?hl=de&gbpv=0
